🤠雷蒙影视直播,#genre#
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8$雷蒙影视•IPV4『线路31』
CCTV1,http://www.dsk.cc/php/bfgd.php?id=cctv1$雷蒙影视•IPV4『线路32』
CCTV1,http://183.255.10.72:6610/200000001898/460000089800010011/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路33』
CCTV1,http://183.255.10.72:6610/200000001898/460000089800010144/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路34』
CCTV1,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1/G_CCTV-1.m3u8$雷蒙影视•IPV4『线路35』
CCTV1,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1-HQ/G_CCTV-1-HQ.m3u8$雷蒙影视•IPV4『线路36』
CCTV1,http://183.155.254.220:9999/rtp/233.50.201.118:5140$雷蒙影视•IPV4『线路37』
CCTV1,http://115.230.188.101:9999/rtp/233.50.201.118:5140$雷蒙影视•IPV4『线路38』
CCTV1,http://115.220.243.30:9999/rtp/233.50.201.118:5140$雷蒙影视•IPV4『线路39』
CCTV1,http:///rtp/239.254.96.96:8550$雷蒙影视•IPV4『线路40』
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.60:9878$雷蒙影视•IPV4『线路41』
CCTV1,http://60.164.229.62:4040/udp/239.255.30.101:8231$雷蒙影视•IPV4『线路42』
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120$雷蒙影视•IPV4『线路43』
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1$雷蒙影视•IPV4『线路44』
CCTV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$雷蒙影视•IPV4『线路45』
CCTV1,http://220.169.100.41:10087/udp/239.76.253.151:9000$雷蒙影视•IPV4『线路46』
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140$雷蒙影视•IPV4『线路47』
CCTV1,http://home.yulei.online:9999/rtp/226.0.2.153:9136$雷蒙影视•IPV4『线路48』
CCTV1,http://220.169.100.41:10087/udp/239.76.246.151:1234$雷蒙影视•IPV4『线路49』
CCTV1,http://59.35.185.47:8188/udp/239.77.1.144:5146$雷蒙影视•IPV4『线路50』
CCTV1,http://220.169.100.41:10087/udp/239.76.251.87:9000$雷蒙影视•IPV4『线路51』
CCTV1,http://8.138.7.223/tv/dl/douyincdn.php?id=1$雷蒙影视•IPV4『线路52』
CCTV1,http://8.138.7.223/tv/dl/careryun.php?id=1$雷蒙影视•IPV4『线路53』
CCTV1,http://smart.tv.home.kg/smtv.php?id=cctv1$雷蒙影视•IPV4『线路54』
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$雷蒙影视•IPV4『线路55』
CCTV1,http://39.164.180.36:19901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路56』
CCTV1,http://101.66.199.28:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路57』
CCTV1,http://101.66.195.165:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路58』
CCTV2,http://8.138.7.223/tv/cctv2.php$雷蒙影视•IPV4『线路1』
CCTV2,http://119.123.176.146:8086/hls/3/index.m3u8$雷蒙影视•IPV4『线路2』
CCTV2,http://171.15.18.199:8180/TV00000000000000000002@HHZT$雷蒙影视•IPV4『线路3』
CCTV2,http://n1.gzbody.com:85/rtp/239.77.0.137:5146$雷蒙影视•IPV4『线路4』
CCTV2,http://n1.gzbody.com:85/rtp/239.77.1.158:5146$雷蒙影视•IPV4『线路5』
CCTV2,http://n1.gzbody.com:85/rtp/239.77.0.31:5146$雷蒙影视•IPV4『线路6』
CCTV2,http://8.138.7.223/tv/migu2.php?id=2$雷蒙影视•IPV4『线路7』
CCTV2,http://8.138.7.223/tv/migu3.php?id=cctv2$雷蒙影视•IPV4『线路8』
CCTV2,http://bailudz.top:1236/111/hahahaha.php?id=cctv2$雷蒙影视•IPV4『线路9』
CCTV2,http://39.134.64.87:6610/PLTV/88888888/224/3221225588/index.m3u8?IASHttpSessionId=$雷蒙影视•IPV4『线路10』
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$雷蒙影视•IPV4『线路11』
CCTV2,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=2$雷蒙影视•IPV4『线路12』
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$雷蒙影视•IPV4『线路13』
CCTV2,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225588/.m3u8$雷蒙影视•IPV4『线路14』
CCTV2,http://112.6.197.24:9921/hls/2/index.m3u8$雷蒙影视•IPV4『线路15』
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$雷蒙影视•IPV4『线路16』
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路17』
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$雷蒙影视•IPV4『线路18』
CCTV2,http://58.17.48.228:808/hls/2/index.m3u8$雷蒙影视•IPV4『线路19』
CCTV2,http://110.53.52.63:8888/newlive/live/hls/3/live.m3u8$雷蒙影视•IPV4『线路20』
CCTV2,http://111.160.17.2:59901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路21』
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路22』
CCTV2,http://222.134.245.16:9901/tsfile/live/0002_1.m3u8$雷蒙影视•IPV4『线路23』
CCTV2,http://www.dsk.cc/php/bfgd.php?id=cctv2$雷蒙影视•IPV4『线路24』
CCTV2,http://183.255.10.72:6610/200000001898/460000089800010211/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路25』
CCTV2,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-2-HQ/G_CCTV-2-HQ.m3u8$雷蒙影视•IPV4『线路26』
CCTV2,http://183.155.254.220:9999/rtp/233.50.201.119:5140$雷蒙影视•IPV4『线路27』
CCTV2,http://115.230.188.101:9999/rtp/233.50.201.119:5140$雷蒙影视•IPV4『线路28』
CCTV2,http://115.220.243.30:9999/rtp/233.50.201.119:5140$雷蒙影视•IPV4『线路29』
CCTV2,http:///rtp/239.69.1.102:10250$雷蒙影视•IPV4『线路30』
CCTV2,http://60.164.229.62:4040/udp/239.255.30.179:8231$雷蒙影视•IPV4『线路31』
CCTV2,http://www.freetv.top/migu/631780532.m3u8?migutoken=d69d5e5f850768f4609f5e7c6f63984da2c614f71e21226d8dea3a6e40d20f871ca2d383cd042bac96e3e8178933a15192f0ffaef2e700eb95de835faecc0bb802bd0c50099bf3d1abe4ea5174$雷蒙影视•IPV4『线路32』
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2$雷蒙影视•IPV4『线路33』
CCTV2,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$雷蒙影视•IPV4『线路34』
CCTV2,http://220.169.100.41:10087/udp/239.76.253.152:9000$雷蒙影视•IPV4『线路35』
CCTV2,http://59.35.185.47:8188/udp/239.77.1.158:5146$雷蒙影视•IPV4『线路36』
CCTV2,http://220.169.100.41:10087/udp/239.76.246.152:1234$雷蒙影视•IPV4『线路37』
CCTV2,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV2$雷蒙影视•IPV4『线路38』
CCTV2,http://8.138.7.223/tv/dl/douyincdn.php?id=2$雷蒙影视•IPV4『线路39』
CCTV2,http://8.138.7.223/tv/dl/careryun.php?id=2$雷蒙影视•IPV4『线路40』
CCTV2,http://39.164.180.36:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路41』
CCTV2,http://smart.tv.home.kg/smtv.php?id=cctv2$雷蒙影视•IPV4『线路42』
CCTV2,http://117.158.43.187:2016/全网通.php?id=CCTV2$雷蒙影视•IPV4『线路43』
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路44』
CCTV2,http://101.66.199.28:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路45』
CCTV2,http://101.66.195.165:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路46』
CCTV3,http://119.123.176.146:8086/hls/4/index.m3u8$雷蒙影视•IPV4『线路1』
CCTV3,http://171.15.18.199:8180/TV00000000000000000003@HHZT$雷蒙影视•IPV4『线路2』
CCTV3,http://n1.gzbody.com:85/rtp/239.77.0.169:5146$雷蒙影视•IPV4『线路3』
CCTV3,http://n1.gzbody.com:85/rtp/239.77.1.7:5146$雷蒙影视•IPV4『线路4』
CCTV3,http://n1.gzbody.com:85/rtp/239.77.0.32:5146$雷蒙影视•IPV4『线路5』
CCTV3,http://8.138.7.223/tv/migu2.php?id=3$雷蒙影视•IPV4『线路6』
CCTV3,http://8.138.7.223/tv/migu3.php?id=cctv3$雷蒙影视•IPV4『线路7』
CCTV3,http://bailudz.top:1236/111/hahahaha.php?id=cctv3$雷蒙影视•IPV4『线路8』
CCTV3,http://39.134.64.87:6610/PLTV/88888888/224/3221226021/index.m3u8?IASHttpSessionId=$雷蒙影视•IPV4『线路9』
CCTV3,http://60.29.124.66:6080/hls/14/index.m3u8$雷蒙影视•IPV4『线路10』
CCTV3,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=100$雷蒙影视•IPV4『线路11』
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8$雷蒙影视•IPV4『线路12』
CCTV3,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226021/.m3u8$雷蒙影视•IPV4『线路13』
CCTV3,http://112.6.197.24:9921/hls/3/index.m3u8$雷蒙影视•IPV4『线路14』
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8$雷蒙影视•IPV4『线路15』
CCTV3,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路16』
CCTV3,http://183.11.239.36:808/hls/91/index.m3u8$雷蒙影视•IPV4『线路17』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$雷蒙影视•IPV4『线路18』
CCTV3,http://110.53.52.63:8888/newlive/live/hls/4/live.m3u8$雷蒙影视•IPV4『线路19』
CCTV3,http://111.160.17.2:59901/tsfile/live/0001_3.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路20』
CCTV3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路21』
CCTV3,http://222.134.245.16:9901/tsfile/live/0003_1.m3u8$雷蒙影视•IPV4『线路22』
CCTV3,http://www.dsk.cc/php/bfgd.php?id=cctv3$雷蒙影视•IPV4『线路23』
CCTV3,http://183.255.10.76:6610/200000001898/460000089800010212/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路24』
CCTV3,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-3-HQ/G_CCTV-3-HQ.m3u8$雷蒙影视•IPV4『线路25』
CCTV3,http://183.155.254.220:9999/rtp/233.50.201.196:5140$雷蒙影视•IPV4『线路26』
CCTV3,http://115.230.188.101:9999/rtp/233.50.201.196:5140$雷蒙影视•IPV4『线路27』
CCTV3,http://115.220.243.30:9999/rtp/233.50.201.196:5140$雷蒙影视•IPV4『线路28』
CCTV3,http:///rtp/239.69.1.122:10370$雷蒙影视•IPV4『线路29』
CCTV3,http://60.164.229.62:4040/udp/239.255.29.12:8231$雷蒙影视•IPV4『线路30』
CCTV3,http://www.freetv.top/migu/624878271.m3u8?migutoken=21306af96cf9259457600792df858b0d339bc7203aeb7e1a6ee6ec6ec3832a2736936029fe2583dcf971676870fdf0afbdee5be786e50af2ac6a8825673cc860d7988f44d0c5c4bc1931259698$雷蒙影视•IPV4『线路31』
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3$雷蒙影视•IPV4『线路32』
CCTV3,http://220.169.100.41:10087/udp/239.76.246.153:1234$雷蒙影视•IPV4『线路33』
CCTV3,http://59.35.185.47:8188/udp/239.77.0.169:5146$雷蒙影视•IPV4『线路34』
CCTV3,http://220.169.100.41:10087/udp/239.76.253.153:9000$雷蒙影视•IPV4『线路35』
CCTV3,http://home.yulei.online:9999/rtp/226.0.2.208:9576$雷蒙影视•IPV4『线路36』
CCTV3,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV3$雷蒙影视•IPV4『线路37』
CCTV3,http://smart.tv.home.kg/smtv.php?id=cctv3$雷蒙影视•IPV4『线路38』
CCTV3,http://8.138.7.223/tv/dl/douyincdn.php?id=3$雷蒙影视•IPV4『线路39』
CCTV3,http://8.138.7.223/tv/dl/careryun.php?id=3$雷蒙影视•IPV4『线路40』
CCTV3,http://39.164.180.36:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路41』
CCTV3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路42』
CCTV3,http://117.158.43.187:2016/全网通.php?id=CCTV3$雷蒙影视•IPV4『线路43』
CCTV3,http://221.2.148.205:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路44』
CCTV3,http://101.66.199.28:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路45』
CCTV3,http://101.66.195.165:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路46』
CCTV4,http://119.123.176.146:8086/hls/5/index.m3u8$雷蒙影视•IPV4『线路1』
CCTV4,http://171.15.18.199:8180/TV00000000000000000004@HHZT$雷蒙影视•IPV4『线路2』
CCTV4,http://n1.gzbody.com:85/rtp/239.77.0.78:5146$雷蒙影视•IPV4『线路3』
CCTV4,http://n1.gzbody.com:85/rtp/239.77.1.163:5146$雷蒙影视•IPV4『线路4』
CCTV4,http://n1.gzbody.com:85/rtp/239.77.1.166:5146$雷蒙影视•IPV4『线路5』
CCTV4,http://n1.gzbody.com:85/rtp/239.77.0.33:5146$雷蒙影视•IPV4『线路6』
CCTV4,http://8.138.7.223/tv/migu2.php?id=4$雷蒙影视•IPV4『线路7』
CCTV4,http://8.138.7.223/tv/migu3.php?id=cctv4$雷蒙影视•IPV4『线路8』
CCTV4,http://8.138.7.223/tv/migu3.php?id=cctv4a$雷蒙影视•IPV4『线路9』
CCTV4,http://8.138.7.223/tv/migu3.php?id=cctv4o$雷蒙影视•IPV4『线路10』
CCTV4,http://bailudz.top:1236/111/hahahaha.php?id=cctv4$雷蒙影视•IPV4『线路11』
CCTV4,http://39.134.64.87:6610/PLTV/88888888/224/3221226428/index.m3u8?IASHttpSessionId=$雷蒙影视•IPV4『线路12』
CCTV4,http://60.29.124.66:6080/hls/15/index.m3u8$雷蒙影视•IPV4『线路13』
CCTV4,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=3$雷蒙影视•IPV4『线路14』
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8$雷蒙影视•IPV4『线路15』
CCTV4,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226007/.m3u8$雷蒙影视•IPV4『线路16』
CCTV4,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226428/.m3u8$雷蒙影视•IPV4『线路17』
CCTV4,http://112.6.197.24:9921/hls/4/index.m3u8$雷蒙影视•IPV4『线路18』
CCTV4,http://123.182.60.29:9002/hls/4/index.m3u8$雷蒙影视•IPV4『线路19』
CCTV4,http://116.9.204.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路20』
CCTV4,http://183.11.239.36:808/hls/22/index.m3u8$雷蒙影视•IPV4『线路21』
CCTV4,http://58.17.48.228:808/hls/4/index.m3u8$雷蒙影视•IPV4『线路22』
CCTV4,http://110.53.52.63:8888/newlive/live/hls/5/live.m3u8$雷蒙影视•IPV4『线路23』
CCTV4,http://111.160.17.2:59901/tsfile/live/0001_4.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路24』
CCTV4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路25』
CCTV4,http://222.134.245.16:9901/tsfile/live/0004_1.m3u8$雷蒙影视•IPV4『线路26』
CCTV4,http://www.dsk.cc/php/bfgd.php?id=cctv4$雷蒙影视•IPV4『线路27』
CCTV4,http://183.255.10.70:6610/200000001898/460000089800010017/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路28』
CCTV4,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-4-HQ/G_CCTV-4-HQ.m3u8$雷蒙影视•IPV4『线路29』
CCTV4,http://183.155.254.220:9999/rtp/233.50.201.4:5140$雷蒙影视•IPV4『线路30』
CCTV4,http://115.230.188.101:9999/rtp/233.50.201.4:5140$雷蒙影视•IPV4『线路31』
CCTV4,http://115.220.243.30:9999/rtp/233.50.201.4:5140$雷蒙影视•IPV4『线路32』
CCTV4,http:///rtp/239.69.1.138:10466$雷蒙影视•IPV4『线路33』
CCTV4,http://60.164.229.62:4040/udp/239.255.30.83:8231$雷蒙影视•IPV4『线路34』
CCTV4,http://www.freetv.top/migu/631780421.m3u8?migutoken=7acf39385ea80b0efa77b918418fcf998d00455e8b98e02dff92961440d989e3b7da00ef24731d327c410f2ef9ceb51e2137c20b2b606646542ce4643521747bf78b7533b3ec604bba63ffdf43$雷蒙影视•IPV4『线路35』
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4$雷蒙影视•IPV4『线路36』
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4o$雷蒙影视•IPV4『线路37』
CCTV4,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$雷蒙影视•IPV4『线路38』
CCTV4,http://59.35.185.47:8188/udp/239.77.1.163:5146$雷蒙影视•IPV4『线路39』
CCTV4,http://home.yulei.online:9999/rtp/226.0.2.156:9160$雷蒙影视•IPV4『线路40』
CCTV4,http://220.169.100.41:10087/udp/239.76.253.154:9000$雷蒙影视•IPV4『线路41』
CCTV4,http://zqh2333.top:2222/rtp/239.93.25.105:5140$雷蒙影视•IPV4『线路42』
CCTV4,http://220.169.100.41:10087/udp/239.76.246.154:1234$雷蒙影视•IPV4『线路43』
CCTV4,http://220.169.100.41:10087/udp/239.76.246.95:1234$雷蒙影视•IPV4『线路44』
CCTV4,http://220.169.100.41:10087/udp/239.76.245.195:1234$雷蒙影视•IPV4『线路45』
CCTV4,http://220.169.100.41:10087/udp/239.76.246.96:1234$雷蒙影视•IPV4『线路46』
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=4$雷蒙影视•IPV4『线路47』
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=6$雷蒙影视•IPV4『线路48』
CCTV4,http://39.164.180.36:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路49』
CCTV4,http://8.138.7.223/tv/dl/douyincdn.php?id=4$雷蒙影视•IPV4『线路50』
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=5$雷蒙影视•IPV4『线路51』
CCTV4,http://smart.tv.home.kg/smtv.php?id=cctv4$雷蒙影视•IPV4『线路52』
CCTV4,http://101.66.199.28:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路53』
CCTV4,http://101.66.195.165:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路54』
CCTV5,http://119.123.176.146:8086/hls/6/index.m3u8$雷蒙影视•IPV4『线路1』
CCTV5,http://171.15.18.199:8180/TV00000000000000000005@HHZT$雷蒙影视•IPV4『线路2』
CCTV5,http://n1.gzbody.com:85/rtp/239.77.0.170:5146$雷蒙影视•IPV4『线路3』
CCTV5,http://n1.gzbody.com:85/rtp/239.77.1.8:5146$雷蒙影视•IPV4『线路4』
CCTV5,http://n1.gzbody.com:85/rtp/239.77.0.34:5146$雷蒙影视•IPV4『线路5』
CCTV5,http://8.138.7.223/tv/migu2.php?id=5$雷蒙影视•IPV4『线路6』
CCTV5,http://8.138.7.223/tv/migu3.php?id=cctv5$雷蒙影视•IPV4『线路7』
CCTV5,http://bailudz.top:1236/111/hahahaha.php?id=cctv5$雷蒙影视•IPV4『线路8』
CCTV5,http://39.134.64.87:6610/PLTV/88888888/224/3221226019/index.m3u8?IASHttpSessionId=$雷蒙影视•IPV4『线路9』
CCTV5,http://60.29.124.66:6080/hls/16/index.m3u8$雷蒙影视•IPV4『线路10』
CCTV5,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=101$雷蒙影视•IPV4『线路11』
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8$雷蒙影视•IPV4『线路12』
CCTV5,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226019/.m3u8$雷蒙影视•IPV4『线路13』
CCTV5,http://112.6.197.24:9921/hls/5/index.m3u8$雷蒙影视•IPV4『线路14』
CCTV5,http://123.182.60.29:9002/hls/7/index.m3u8$雷蒙影视•IPV4『线路15』
CCTV5,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路16』
CCTV5,http://183.11.239.36:808/hls/93/index.m3u8$雷蒙影视•IPV4『线路17』
CCTV5,http://58.17.48.228:808/hls/5/index.m3u8$雷蒙影视•IPV4『线路18』
CCTV5,http://110.53.52.63:8888/newlive/live/hls/6/live.m3u8$雷蒙影视•IPV4『线路19』
CCTV5,http://111.160.17.2:59901/tsfile/live/0001_5.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路20』
CCTV5,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路21』
CCTV5,http://222.134.245.16:9901/tsfile/live/0005_1.m3u8$雷蒙影视•IPV4『线路22』
